index,company,url,market_category,primary_audience,offer_type,hero_h1_live,main_cta_live,main_cta_href,cta_confidence,proof_signals_detected,page_length_category,screenshot_width,screenshot_height,label_node_id,screenshot_node_id,screenshot_node_name,x_position,live_fetch_status,final_url_checked,analysis_notes,ai_in_prominent_messaging,ai_prominent_evidence,tracking_scripts_detected,tracking_vendors_detected,active_content_motion_detected,content_motion_evidence,free_or_downloadable_resource_detected,downloadable_resource_evidence,privacy_or_terms_detected,privacy_terms_evidence,question_analysis_fetch_status,question_analysis_final_url,customer_logos_detected,customer_logo_evidence,security_or_compliance_mentions_detected,security_compliance_evidence,segmented_navigation_detected,segmented_navigation_type,segmentation_evidence,case_studies_detected,case_study_evidence,quantified_case_study_signal_detected,quantified_case_study_evidence,deep_signal_fetch_status,deep_signal_final_url
76,Rightway,https://www.rightwayhealthcare.com/,Navigation / benefits / employer health,Employers / health plans / members,Benefits navigation / care advocacy,Stop choosing between employee health and your bottom line.,Request a demo,https://www.rightwayhealthcare.com/demo,high,quantified outcomes/stats,long,828,4416,154:145,155:184,image 78,64086,ok,https://www.rightwayhealthcare.com/,,no,,yes,Google Tag Manager,yes,View case studies -> https://www.rightwayhealthcare.com/resources/case-studies,no,,yes,Terms & conditions -> https://www.rightwayhealthcare.com/terms-services | Privacy policy -> https://www.rightwayhealthcare.com/privacy-policy | Compliance -> https://www.rightwayhealthcare.com/compliance,ok,https://www.rightwayhealthcare.com/,yes,Two employees on computer looking at PBM and care navigation | Woman on computer | Yellow background with hand holding a pill | Female pharmacist smiling in pharmacy | Instacart logo | Phone with Rightway app | Woman sitting and smiling on laptop | Tyson Foods Logo | Two coworkers looking at computer screen smiling | Need help,yes,Privacy policy -> https://www.rightwayhealthcare.com/privacy-policy | Compliance -> https://www.rightwayhealthcare.com/compliance,yes,audience + use case/solution,Audience: Members; Use-case/solution: Conditions,yes,"View case studies -> https://www.rightwayhealthcare.com/resources/case-studies | to compromise employee health, happiness, or your company's results. 70 Member Net Promoter Score (8.5x THE INDUSTRY AVERAGE) 15 Healthcare savings",yes,"mise employee health, happiness, or your company's results. 70 Member Net Promoter Score (8.5x THE INDUSTRY AVERAGE) 15 Healthcare savings THE I | or your company's results. 70 Member Net Promoter Score (8.5x THE INDUSTRY AVERAGE) 15 Healthcare savings THE INDUSTRY'S ONLY NEUTRAL PBM Unl | bates, our revenue comes from a single transparent fee. Our 100% pass-through model proves that when you combine pharmacist expertise, service, | dedicated account support ensures that we handle the heavy lifting from day one. Expand panel: 360° TRANSITION SUPPORT Guarantees keep us accou | How? We do it every day. 15 Healthcare and pharmacy savings 70 Member Net Promoter Score 40 Average member engagement “Rightway saved us 13% whi | r Net Promoter Score 40 Average member engagement “Rightway saved us 13% while providing a true member-first approach. We couldn't ask for a bett",ok,https://www.rightwayhealthcare.com/
77,Nava Benefits,https://www.navabenefits.com/,Navigation / benefits / employer health,Employers / health plans / members,Benefits navigation / care advocacy,The modern employee benefits broker. | FIX HEALTHCARELIVE 2026,Talk to an expert,https://www.navabenefits.com/get-started,high,HIPAA; SOC 2; quantified outcomes/stats; customer proof,long,829,4508,154:149,155:187,image 79,65109,ok,https://www.navabenefits.com/,,yes,AI; ai,yes,Google Analytics / gtag; Google Tag Manager; HubSpot; VWO,yes,Blog -> https://www.navabenefits.com/blog | Events -> https://www.navabenefits.com/events | BlogNotes and musings from our team of experts -> https://www.navabenefits.com/blog | EventsLearn from the best in benefits & HR -> https://www.navabenefits.com/events | Learn more -> https://www.navabenefits.com/field-events/fix-healthcare-live-2026,no,,yes,Security & compliance | Compliance resources -> https://www.navabenefits.com/resource-library/compliance | Do Not Sell or Share My Personal Information -> https://www.navabenefits.com/privacy-notice | Privacy -> https://www.navabenefits.com/privacy-notice,ok,https://www.navabenefits.com/,yes,"Nava Benefits logo | NavaBenefits logo | Nava logo in white | Photo of Nava broker Merrell Botello | Photo of Ralph Spagnuola, Nava Benefits Director | Photo of Kayly Hill, Nava Benefits Director of Strategic Accounts | Photo of Ed Ligonde, National benefits broker at Nava | Photo of Marie Holmes, Nava Benefits Solutions Consultant | User interface of Nava HQ assistant showing a message input about understanding medical benefits coverage and suggestions for benefit offerings. | Sample dashboard displaying a comparison of current and renewal health benefit plan costs, including medical, dental, vision, disability, and other benefits with totals for employer and employee contributions.",yes,Security & compliance | Compliance resources -> https://www.navabenefits.com/resource-library/compliance | Do Not Sell or Share My Personal Information -> https://www.navabenefits.com/privacy-notice | Privacy -> https://www.navabenefits.com/privacy-notice,yes,audience + use case/solution,"Audience: Brokers; Use-case/solution: Solutions, Platform, Teams",yes,Customer stories -> https://www.navabenefits.com/customers,yes,"hours per month Leading in HR satisfaction 90 Nava’s client NPS score Focused on member experience 97% satisfaction rating We’ve assembled a te | ion 90 Nava’s client NPS score Focused on member experience 97% satisfaction rating We’ve assembled a team unlike any traditional broker. Benef | are amplified by AI, eliminating manual work and delivering faster, more meaningful support for HR and employees. After 20 years in this business, | and support into one place. Spend less time on admin, move faster, stay compliant, and get instant answers from your AI assistant. What took 2 ho | answers from your AI assistant. What took 2 hours now takes 2 minutes with HQ. Rachel Spector-Wiffin Head of People and Culture Sleep.ai HQ for | and Culture Sleep.ai HQ for employees and families: Your 24/7 benefits concierge Employees get everything they need to understand and use their",ok,https://www.navabenefits.com/
78,Devoted Health,https://devoted.com/,Navigation / benefits / employer health,Employers / health plans / members,Benefits navigation / care advocacy,,Contact us,https://devoted.com/contact-us,high,quantified outcomes/stats,long,817,4096,155:189,155:239,image 80,66126,ok,https://devoted.com/,,no,,yes,Google Tag Manager,yes,Download now -> https://hello.devoted.com/evg/eng/guide-gen/lp/26-1a?utm_source=content_direct&utm_medium=homepage&utm_campaign=&utm_ter | Ask a Devoted Guide -> https://www.devoted.com/member-guides/ | Your Medicare Options -> https://devoted.com/resources/your-medicare-options/,yes,Download now -> https://hello.devoted.com/evg/eng/guide-gen/lp/26-1a?utm_source=content_direct&utm_medium=homepage&utm_campaign=&utm_ter | Ask a Devoted Guide -> https://www.devoted.com/member-guides/ | Code of Conduct -> https://assets.devoted.com/policies/DH%20Code%20of%20Conduct.pdf,yes,Terms of Use -> https://devoted.com/terms-of-use/ | Privacy Policy -> https://devoted.com/privacy-policy/ | Compliance -> https://devoted.com/compliance/,ok,https://devoted.com/,no,,yes,Privacy Policy -> https://devoted.com/privacy-policy/ | Compliance -> https://devoted.com/compliance/,yes,audience,"Audience: For providers, Providers, Members, Brokers, Plans, Developers; Use-case/solution: ",no,,no,,ok,https://devoted.com/
79,Clover Health,https://www.cloverhealth.com/,Navigation / benefits / employer health,Employers / health plans / members,Benefits navigation / care advocacy,Get the Medicare Coverage You’ve Been Missing,Contact Us,https://www.cloverhealth.com/members/contact-us,high,quantified outcomes/stats,medium,813,2693,155:193,155:245,image 81,67135,ok,https://www.cloverhealth.com/,,no,,yes,Google Tag Manager; Segment,yes,Contact Us -> https://www.cloverhealth.com/enroll-guide | Medicare Resources -> https://www.cloverhealth.com/ | Read More -> https://www.cloverhealth.com/blog/articles/clover-assistant-preferred-provider-benefits | Member Resources -> https://www.cloverhealth.com/members/member-resources | /members/member-resources -> https://www.cloverhealth.com/members/member-resources,yes,Contact Us -> https://www.cloverhealth.com/enroll-guide | Request a Call -> https://www.cloverhealth.com/enroll-guide,yes,Notice of Privacy Practices -> https://www.cloverhealth.com/filer/file/1600082360/2031/ | Developer Terms of Use -> https://www.cloverhealth.com/developers/termsofuse | Privacy Policy -> https://www.cloverhealth.com/privacy-policy,ok,https://www.cloverhealth.com/,yes,Talk to our helpful customer service reps today | The Value of a Clover Preferred Provider | Couple sitting on a park bench using a digital tablet. | A couple unpacking groceries. | Carol | Dipak | Al,yes,Notice of Privacy Practices -> https://www.cloverhealth.com/filer/file/1600082360/2031/ | Privacy Policy -> https://www.cloverhealth.com/privacy-policy,yes,audience + use case/solution,"Audience: For providers, Providers, Members, Plans; Use-case/solution: Services",no,,no,,ok,https://www.cloverhealth.com/
80,Turquoise Health,https://turquoise.health/,Insurance / payer,Members / payers / providers,Health plan / payer product,Tomorrow’s way to get healthcare paid,Request a demo,https://turquoise.health/platform/analyze,manual web,quantified outcomes/stats; customer proof; case studies,long,813,4347,155:197,155:248,image 82,68142,ok,https://turquoise.health/,Automated extraction picked a product link; corrected to hero CTA from live page.,yes,AI,yes,Google Tag Manager; HubSpot; Cookiebot / OneTrust,yes,/resources/reports/how-ai-is-changing-work-for-managed-care-teams -> https://turquoise.health/resources/reports/how-ai-is-changing-work-for-managed-care-teams | BlogReflections from a Day of testifying on The Hill -> https://turquoise.health/resources/blog/reflections-from-a-day-of-testifying-on-the-hill | BlogGuide to the Turquoise Connector (MCP) -> https://turquoise.health/resources/blog/guide-to-the-turquoise-connector-mcp | /resources-hub -> https://turquoise.health/resources-hub | /resources/case-studies -> https://turquoise.health/resources/case-studies,yes,BlogGuide to the Turquoise Connector (MCP) -> https://turquoise.health/resources/blog/guide-to-the-turquoise-connector-mcp,yes,/platform/compliance -> https://turquoise.health/platform/compliance | Consumer Pricing Tools -> https://turquoise.health/platform/compliance | Compliance -> https://turquoise.health/platform/compliance | MRF Generation -> https://turquoise.health/platform/compliance | Privacy Policy -> https://turquoise.health/legal/privacy-policy,ok,https://turquoise.health/,yes,"Turquoise water surface with light reflections creating a caustic pattern. | Soft, abstract turquoise background with light gradient and wavy patterns. | caustic bars | Innovu | Merck | UNC Health | Banner Health | AON | HonorHealth | Quest Diagnostics",yes,"/platform/compliance -> https://turquoise.health/platform/compliance | Consumer Pricing Tools -> https://turquoise.health/platform/compliance | Compliance -> https://turquoise.health/platform/compliance | MRF Generation -> https://turquoise.health/platform/compliance | Privacy Policy -> https://turquoise.health/legal/privacy-policy | re organizations use to make sense of rates, contracts, and compliance. Turquoise Health | Tomorrow’s way to get healthcare paid Healthcare pricing is | iations Transactions Revolutionized healthcare transactions Compliance Price transparency compliance on autopilot Platform Overview Bring teams togeth | nized healthcare transactions Compliance Price transparency compliance on autopilot Platform Overview Bring teams together into one source of truth Cl",yes,audience + use case/solution,"Audience: For providers, Providers, Payers, Employers, Life Sciences, Patients, Plans, Researchers, For employers; Use-case/solution: Capabilities, Platform, Products",yes,"iders Payers Life Sciences Employers Resources Resource Hub Customer Stories Reports Blogs Webinars Hospital Transparency Tracker Payer Transparency Scores | ugh strategic support customers rely on to meet their goals Case Study 01/01/2026 UNC Health replaced a fragmented, paper-based contract process with | the new NYC Health Care Price Comparison Tool. See customer case studies Traceable data, unified workflows, and total transparency Request a demo See ho",yes,"h Discover why customers across healthcare choose Turquoise Reduction in admin waste Earning customer trust Read the latest on transparency UNC Healt | Health 7.5 through improved expected-to-actual modeling 66 NPS Through strategic support customers rely on to meet their goals Case Study 01/0 | -based contract process with Turquoise's platform — saving ~$2M in a single negotiation, cutting contract merger analysis from two weeks to on | g for finance teams across the healthcare industry. Address 421 Broadway #5108 San Diego, CA 92101 Contact Built for enterprise healthcare. SOC 2",ok,https://turquoise.health/
81,Sidecar Health,https://www.sidecarhealth.com/,Navigation / benefits / employer health,Employers / health plans / members,Benefits navigation / care advocacy,What if you could get employees to treat healthcare dollars like their own?,Let’s talk,https://www.sidecarhealth.com/,high,quantified outcomes/stats,short,832,1444,155:205,156:251,image 83,69158,ok,https://www.sidecarhealth.com/,,no,,yes,Google Analytics / gtag; Google Tag Manager,yes,Blog -> https://www.sidecarhealth.com/blog,yes,Download the app -> https://sidecarhealth.com/download-the-sidecar-health-app/,yes,Trust Center -> https://trust.sidecarhealth.com/ | Disclosures -> https://www.sidecarhealth.com/legal/disclosures | Legal notices -> https://www.sidecarhealth.com/legal/legal-notices | Privacy -> https://www.sidecarhealth.com/legal/privacy-statements | Terms -> https://www.sidecarhealth.com/legal/terms-of-use,ok,https://www.sidecarhealth.com/,yes,Logo | Apple App Store download button with Apple logo. | Google Play badge with Google Play logo and text 'Get it on Google Play'.,yes,Trust Center -> https://trust.sidecarhealth.com/ | Privacy -> https://www.sidecarhealth.com/legal/privacy-statements,yes,audience,"Audience: Providers, Employers, Members, Brokers; Use-case/solution: ",no,,no,,ok,https://www.sidecarhealth.com/
82,Fuze Health,https://rx.fuzehealth.com/,Primary care / consumer care,Patients / consumers,Care delivery / consumer health service,The Future of Pharmacy | Industry-Leading Innovation,Contact Us,https://rx.fuzehealth.com/contact,high,quantified outcomes/stats,long,832,4587,155:210,156:254,image 84,70186,ok,https://rx.fuzehealth.com/,,no,,yes,Google Analytics / gtag; Cookiebot / OneTrust,yes,API guides -> https://rx.fuzehealth.com/api-docs/introduction,no,,yes,Internet Pharmacy Site Disclosure -> https://rx.fuzehealth.com/legal/internet-pharmacy-site-disclosure-hayward | Notice of Privacy Practices -> https://rx.fuzehealth.com/legal/nopp | Terms and Conditions -> https://rx.fuzehealth.com/legal/terms-and-conditions | Privacy Policy -> https://rx.fuzehealth.com/legal/privacy,ok,https://rx.fuzehealth.com/,yes,Fuze Health Logo | Fuze Health symbol with prescription vial | Phone with pharmacy application and prescription medication | Pregnant woman on phone | Woman with continuous glucose monitor eating | Man working out at gym | Custom packaging example | URAC Accreditation seal,yes,"Notice of Privacy Practices -> https://rx.fuzehealth.com/legal/nopp | Privacy Policy -> https://rx.fuzehealth.com/legal/privacy | ith the patient's and provider's workflow, focusing on high-compliance therapies. We support dispensing of treatments for a variety of autoimmune and",yes,audience + use case/solution,"Audience: Patients, Developers; Use-case/solution: Solutions, Conditions, Services",yes,and launch your care experience in a matter of weeks Proven Results Successfully launched over 30 programs for pharmacy services and Stars / HEDIS,yes,"Transforming Pharmacy. Expanding Access. Improving Health. 25M+ 6M+ 41%+ 81 90% 75%+ Custom Packaging Pharmacy Fulfillment Made Easy Why Healt | sforming Pharmacy. Expanding Access. Improving Health. 25M+ 6M+ 41%+ 81 90% 75%+ Custom Packaging Pharmacy Fulfillment Made Easy Why Healthcar | ming Pharmacy. Expanding Access. Improving Health. 25M+ 6M+ 41%+ 81 90% 75%+ Custom Packaging Pharmacy Fulfillment Made Easy Why Healthcare Inn | rmacy. Expanding Access. Improving Health. 25M+ 6M+ 41%+ 81 90% 75%+ Custom Packaging Pharmacy Fulfillment Made Easy Why Healthcare Innovators | y. Expanding Access. Improving Health. 25M+ 6M+ 41%+ 81 90% 75%+ Custom Packaging Pharmacy Fulfillment Made Easy Why Healthcare Innovators Choo | nd, specialty lite and specialty medication dispensing at a faster speed-to-fill, flexible nationwide home delivery options including same-day cou",ok,https://rx.fuzehealth.com/
83,DoseSpot,https://dosespot.com/,Revenue cycle / admin workflow,Providers / healthcare operators,Healthcare operations platform,"Patient Connected ePrescribing Software for Smarter, Safer Prescriptions",Contact Support,https://dosespot.com/contact-support/,high,quantified outcomes/stats; customer proof,long,833,3207,155:214,156:257,image 85,71211,ok,https://dosespot.com/,,no,,yes,Google Analytics / gtag; Google Tag Manager; LinkedIn Insight; HubSpot; Microsoft Clarity,yes,https://dosespot.com/news-events/ -> https://dosespot.com/news-events/ | Resources 3 2 -> https://dosespot.com/resources/ | https://dosespot.com/blog/ -> https://dosespot.com/blog/ | https://dosespot.com/resources/ -> https://dosespot.com/resources/ | Blog -> https://dosespot.com/blog/,yes,Download Our Guide -> https://go.dosespot.com/resources-build_or_buy,yes,Legal -> https://dosespot.com/category/legal/ | Privacy Policy -> https://dosespot.com/privacy-policy/,ok,https://dosespot.com/,yes,"Dosespot Logo | DoseSpot, Arrive Health merge to combine prescribing tools with pharmacy, medical benefit data | Interra Health, created through the merger of DoseSpot and Arrive Health, ushers in a new era of transparency for patients and providers | The Future of Pharmacy Access: The Impact of Putting Rx Information in Patients’ Hands",yes,"Privacy Policy -> https://dosespot.com/privacy-policy/ | Digital Health Engage remote patients and provide built-in security & compliance Health Systems Empowering patient access and price clarity with an | alth Engage remote patients and provide built-in security & compliance Health Systems Empowering patient access and price clarity with any eRX solutio | erify ePrescribing Unmatched functionality, flexibility and compliance DoseSpot Connect Patient engagement to increase medication affordability and ad | at requires extensive engineering, development, and ongoing security/compliance expertise. There are also recurring costs that must be factored in. | es extensive engineering, development, and ongoing security/compliance expertise. There are also recurring costs that must be factored in. If all of t",yes,audience + use case/solution,"Audience: Providers, Patients, Health systems, For patients; Use-case/solution: Solutions, Platform, Industries",yes,"Join Forces Real-Time Prescription Benefit Rx for Adherence Case study See how ChatRx scaled prescribing speed without Sacrificing Care case study How | ow ChatRx scaled prescribing speed without Sacrificing Care case study How DialCare Cut Prescribing Time by 75% With DoseSpot Build or Buy? A Guide to | oseSpot each year. BASED ON INTERNAL DOSESPOT DATA Read the case study on how ChatRx reduced prescribing time, eliminated prescription failures, and b",yes,"ealthcare providers. It helps healthcare professionals work faster and safer. Request a Demo now. Certified ePrescribing Platform | DoseSpot DoseS | ealthcare providers. It helps healthcare professionals work faster and safer. Request a Demo now. Patient Connected ePrescribing Software for Smar | ficing Care case study How DialCare Cut Prescribing Time by 75% With DoseSpot Build or Buy? A Guide to Finding the Right ePrescribing Solution. | utions DSO & Dental Practices Digitize manual workflows and increase patient engagement & satisfaction Total DoseSpot Solution Unrivaled ePrescribin | ility and compliance DoseSpot Connect Patient engagement to increase medication affordability and adherence Real-Time Prescription Benefit In-workfl | alternatives at the point of care, at the speed of a click. 50M+ prescriptions are sent via DoseSpot each year. BASED ON INTERNAL DOSESPOT DATA",ok,https://dosespot.com/
84,Tempus,https://www.tempus.com/,Data / interoperability / life sciences,Healthcare enterprises / life sciences,Data platform / infrastructure,,CONTACT US,,manual web,,short,1155,522,155:218,156:260,image 86,72371,ok via web fallback,https://www.tempus.com/,Standard fetch hit rate limit; CTA verified via browser-accessible page text.,unknown,,unknown,,unknown,,unknown,,unknown,,HTTPError: HTTP Error 429: Too Many Requests,https://www.tempus.com/,no,,yes,Policy Center; privacy/legal links,yes,audience,Audience: Who We Serve,yes,Featured resources; webinars; provider resources,no,,ok via web fallback,https://www.tempus.com/
85,Viz.ai,https://www.viz.ai/,AI / clinical automation,Providers / health systems,AI product / workflow automation,This is the face of better outcomes.,Contact Us,https://www.viz.ai/contact-us,high,quantified outcomes/stats; customer proof; case studies,long,836,3240,155:222,156:263,image 87,73560,ok,https://www.viz.ai/,,yes,ai; AI; Artificial Intelligence; Agentic; artificial intelligence,yes,Google Tag Manager; LinkedIn Insight; Pardot / Salesforce; Hotjar; Intercom,yes,"Viz.ai Launches Viz Pulmonary Suite, the First Comprehensive AI-Powered Solution -> https://www.viz.ai/news/viz-ai-launches-viz-pulmonary-suite | Customer Resources -> https://www.viz.ai/customer-resources | User Guides (EU only) -> https://www.viz.ai/user-guides | See the resource -> https://www.viz.ai/publications/detection-of-hypertrophic-cardiomyopathy-on-electrocardiogram-using-artificial-intellige | All Resources -> https://www.viz.ai/resources",no,,yes,Trust Center -> https://www.viz.ai/trust-center | US Privacy Policy -> https://www.viz.ai/privacy-policy | EU Platform User Privacy Policy -> https://www.viz.ai/privacy-policies-customers-eu | EU Non Platform User Privacy Policy -> https://www.viz.ai/privacy-policies-customers-non-eu | Trust Center Privacy Notice -> https://www.viz.ai/trust-center-privacy-notice,ok,https://www.viz.ai/,yes,logo-VIZ | Brochures | Case Studies | Clinical Validation | Podcasts | video | shield check,yes,Trust Center -> https://www.viz.ai/trust-center | US Privacy Policy -> https://www.viz.ai/privacy-policy | EU Platform User Privacy Policy -> https://www.viz.ai/privacy-policies-customers-eu | EU Non Platform User Privacy Policy -> https://www.viz.ai/privacy-policies-customers-non-eu | Trust Center Privacy Notice -> https://www.viz.ai/trust-center-privacy-notice,yes,audience + use case/solution,"Audience: Life Sciences, Pharma; Use-case/solution: Solutions, Platform",yes,Case Studies -> https://www.viz.ai/case-studies,yes,"to accelerate diagnosis, streamline workflows, and support faster treatment decisions. Introducing Viz.ai One® –the leading AI-powered care coord | or of Hospital Medicine at Cooper Don Frei, MD Director, Neurointerventional Surgery, Radiology Imaging Associates/RIA Neurovascular and Swedis",ok,https://www.viz.ai/
86,Aidoc,https://www.aidoc.com/,AI / clinical automation,Providers / health systems,AI product / workflow automation,See what matters. Less noise. More focus.,Contact,https://www.aidoc.com/about/contact/,high,quantified outcomes/stats; customer proof; case studies,medium,834,2084,155:226,156:266,image 88,74589,ok,https://www.aidoc.com/,,yes,AI,yes,Google Tag Manager; Cookiebot / OneTrust,yes,"See the latest research, case studies, tips and more to start improving outcomes -> https://www.aidoc.com/learn/ | Resources -> https://www.aidoc.com/learn/ | Blog -> https://www.aidoc.com/learn/blog/?_content_type=post | Ebooks & Whitepapers -> https://www.aidoc.com/learn/ebooks-whitepapers/?_content_type=ebooks-a-whitepapers | Webinars -> https://www.aidoc.com/learn/webinars/?_content_type=webinars",yes,"AI Path Navigate AI implementation with resources, workshops and training that g -> https://www.aidoc.com/ai-path-program/",yes,Security & Privacy -> https://www.aidoc.com/about/security-privacy/ | Privacy Policy -> https://www.aidoc.com/privacy-policy/ | Data Privacy Framework Notice -> https://www.aidoc.com/data-privacy-framework-notice/ | Quality Compliance -> https://www.aidoc.com/quality-compliance/,ok,https://www.aidoc.com/,yes,Patient talking with clinician | Aidoc | Clinical AI,yes,Security & Privacy -> https://www.aidoc.com/about/security-privacy/ | Privacy Policy -> https://www.aidoc.com/privacy-policy/ | Data Privacy Framework Notice -> https://www.aidoc.com/data-privacy-framework-notice/ | Quality Compliance -> https://www.aidoc.com/quality-compliance/,yes,audience + use case/solution,"Audience: Providers, Patients; Use-case/solution: Solutions, Specialties, Platform, Services, Teams",yes,"See the latest research, case studies, tips and more to start improving outcomes with healthcare AI today. -> https://www.aidoc.com/learn/ | Customer Stories -> https://www.aidoc.com/learn/customer-stories/?_content_type=customer_stories",yes,"elivers clinical AI that empowers healthcare providers with faster, more accurate decision support. Explore how our clinical AI solutions enhance | ve Clinical AI Solution Aidoc’s clinical AI solutions cover 75% of patients in your health system, connecting care teams across specialties and | 830 Solutions Explore how Aidoc’s clinical AI solutions can increase hospital efficiency, show proven return on investment, and help enable better o | captured and followed Custom configuration with minimal IT lift Vetted third-party algorithm developers and OEMs Healthcare AI Information and | AI. Solutions Explore how Aidoc’s clinical AI solutions can increase hospital efficiency, show proven return on investment, and help enable better o | revolutionizing healthcare with AI. Trusted by more than 1,600 medical centers worldwide The aiOS tackles the challenges of a fragmented healthc",ok,https://www.aidoc.com/
87,Color Health,https://color.com/,Data / interoperability / life sciences,Healthcare enterprises / life sciences,Data platform / infrastructure,Care for cancer. Reinvented. | A new model for cancer care,Contact Us,https://color.com/contact-us,high,quantified outcomes/stats,very long,834,5501,155:230,156:325,image 89,75617,ok,https://color.com/,,yes,AI,yes,Google Tag Manager; Marketo,yes,"Newsroom Color news, announcements, and media coverage. -> https://color.com/newsroom | Resources -> https://color.com/ | Blog Insights and perspectives on next-generation cancer care. -> https://color.com/blog | Content Library Cancer care insights and resources. -> https://color.com/content-library | Why oncofertility support gaps are a growing employer risk Read more -> https://learn.color.com/Maven-Survey-Webinar-6-22-26.html",yes,"Color Swab Based HPV Test for Cervical Cancer Screening Read more -> https://learn.color.com/rs/878-SLQ-748/images/Color-Swab-based-HPV-Test-for-Cervical-Cancer-Screening.pdf?version=0 | Why oncofertility support gaps are a growing employer risk Read more -> https://learn.color.com/Maven-Survey-Webinar-6-22-26.html | Cancer, fertility, and the breakdown between coverage and care Read more -> https://learn.color.com/Color-Maven-Report-2026.html",yes,Terms of Service -> https://color.com/policies/tos | Privacy Policy -> https://color.com/policies/privacy | Notice of Privacy Practices -> https://color.com/policies/notice-of-privacy-practices | Consumer Health Data Privacy Policy -> https://color.com/consumer-health-data-privacy-policy | Your Privacy Choices -> https://color.com/,ok,https://color.com/,yes,Color Health | Web link: Color's Virtual Cancer Clinic | Early Detection | Active Treatment | Survivorship | Access | Speed | Direct Clinical Care | Who We Serve | Employers,yes,Privacy Policy -> https://color.com/policies/privacy | Notice of Privacy Practices -> https://color.com/policies/notice-of-privacy-practices | Consumer Health Data Privacy Policy -> https://color.com/consumer-health-data-privacy-policy | Your Privacy Choices -> https://color.com/,yes,audience + use case/solution,"Audience: Employers, Members, Health plans, Consultants, Plans; Use-case/solution: Platform, Who we serve",yes,"utcomes and control costs Access Speed Direct Clinical Care Results that move the needle A single, accessible cancer partner built to improve outco | gets people screened, and moves quickly on 100% of abnormal results to maximize care. Treatment decisions are high stakes. Color’s oncologist-led c | ion, not just referrals Fast clinical follow-up on abnormal results Shorter time to confirmed diagnosis and treatment Board-certified oncologists,",yes,"loyers Consultants Health Plans Unions Public Sector “Color saved my life.” Who We Serve Our Cancer Platform Company Resources Color expands Expe | identifies risk, gets people screened, and moves quickly on 100% of abnormal results to maximize care. Treatment decisions are high stakes. Colo | inion Peer-to-peer collaboration with treating providers 66 faster diagnosis 77 increase in screening adherence 75 of costly care gaps closed 6200 | ollaboration with treating providers 66 faster diagnosis 77 increase in screening adherence 75 of costly care gaps closed 62000 saved per patient in | in screening adherence 75 of costly care gaps closed 62000 saved per patient in treatment 6000 saved per survivor ROI in Year 1 Who We Serve Giv | care gaps closed 62000 saved per patient in treatment 6000 saved per survivor ROI in Year 1 Who We Serve Give your workforce real engagement, im",ok,https://color.com/
88,Cleerly,https://cleerlyhealth.com/,AI / clinical automation,Providers / health systems,AI product / workflow automation,See Cleerly.Act early.,Contact,https://cleerlyhealth.com/contact,high,quantified outcomes/stats,medium,832,2170,155:234,157:328,image 90,76644,ok,https://cleerlyhealth.com/,,yes,AI,yes,Google Analytics / gtag; Google Tag Manager; HubSpot; VWO,yes,Resources -> https://cleerlyhealth.com/ | Blog -> https://cleerlyhealth.com/blog | Webinars -> https://cleerlyhealth.com/webinars | Events -> https://cleerlyhealth.com/events | Imaging Protocols -> https://cleerlyhealth.com/imaging-resources,no,,yes,Terms & Conditions -> https://cleerlyhealth.com/terms-conditions | Privacy Policy -> https://cleerlyhealth.com/privacy-policy | Consumer Health Privacy Policy -> https://cleerlyhealth.com/consumer-health-privacy-policy,ok,https://cleerlyhealth.com/,yes,cleerly-logo-gradient | cleerly-logomark-tag-footer,yes,Privacy Policy -> https://cleerlyhealth.com/privacy-policy | Consumer Health Privacy Policy -> https://cleerlyhealth.com/consumer-health-privacy-policy,yes,audience + use case/solution,"Audience: Providers, Patients, For patients; Use-case/solution: Conditions, Platform, Products",no,,no,,ok,https://cleerlyhealth.com/
